at,CONTENT,RATING,LABELING
2025-12-08 6:56:16,gak bisa login,1,NEGATIVE
2025-12-08 6:53:13,pelayanan online nya sangat cepat dan udah terimakasih __,5,POSITIVE
2025-12-08 6:52:18,"tidak bisa mengirim penilaian kesan n pesan stelah berobat ,, gagal terussss",2,NEGATIVE
2025-12-08 6:37:16,"baik ,hanya saja suka keluar secara tiba tiba",5,POSITIVE
2025-12-08 6:24:48,"bro,perbaiki lagi system antriannya,saat pas mau kontrol ke faskes 3 mesti ga muncul rujukannya padahal sudah daftar ke faskes 3",1,NEGATIVE
2025-12-08 6:20:29,Mantap Betul aplikasinya..Banyak bermanfaat buat semua orang.,5,POSITIVE
2025-12-08 6:01:15,godd job,5,POSITIVE
2025-12-08 6:00:56,"aplikasi tidak jelas, selalu ke logout sendiri. bukannya mempermudah malah menyusahkan.",1,NEGATIVE
2025-12-08 5:53:25,gak bisa digunakan,1,NEGATIVE
2025-12-08 5:52:25,"bermanfaat, good job",5,POSITIVE
2025-12-08 5:49:29,sangat membantu kesehatan terjamin,5,POSITIVE
2025-12-08 5:42:48,"sangat amat membantu ,biarkan bintang yg mnjwb",5,POSITIVE
2025-12-08 5:41:19,good,5,POSITIVE
2025-12-08 5:30:50,mudah,5,POSITIVE
2025-12-08 5:28:21,jd lebih mudah karena ada apk ini,5,POSITIVE
2025-12-08 5:26:56,kartu bpjs bapak dan mama ku keluar setelah di perbaharui yang tersisa hanya kartu bpjsku saja,3,NEGATIVE
2025-12-08 5:24:14,terimakasih sangat membantu,5,POSITIVE
2025-12-08 5:21:06,sangat baik,5,POSITIVE
2025-12-08 5:15:11,nice,5,POSITIVE
2025-12-08 5:06:00,mantap.,5,POSITIVE
2025-12-08 5:05:19,mantab,5,POSITIVE
2025-12-08 4:57:07,aplikasi ini sangat membantu dan mempermudah dalam pengurusan pelayanan kesehatan,5,POSITIVE
2025-12-08 4:36:11,ok,5,POSITIVE
2025-12-08 4:34:51,GOOD,5,POSITIVE
2025-12-08 4:32:59,aplikasi mantaff,5,POSITIVE
2025-12-08 4:29:48,ok,5,POSITIVE
2025-12-08 4:25:25,aplikasi bukan ngebantu malah bikin pusing. logout sendiri pas masuk salah pasword jelas jelas pasword udh gua tulis di kertas masa salah. aplikasi bikin pusing ga ngebantu sama sekali,1,NEGATIVE
2025-12-08 4:16:00,"aplikasi gak guna, minta pin, tapi gak bisa masukin pin otomatis nya,",1,NEGATIVE
2025-12-08 4:12:00,"sangat ribet,tanggalnya tidak muncul terus,,apk jelek harus si perbaiki,,kalau yang sakit parah udah mati duluan.",1,NEGATIVE
2025-12-08 4:07:21,EH KENAPA NOMOR GUA GAK TERLACAK PADAHAL GUA BAYAR.... APA PERLU NGAMUK DI KANTOR LOE... KENAPA NOMOR RUJUKAN BEDA2 INI KENAPA YA MUMET GUA NGURUSIN ATURAN PEMERINTAH INI. ATURAN BPJS BEDA DENGAN RUMAH SAKIT. PANTAS KALO BANYAK YANG NGAMUK SUDAH PELAYANAN,1,NEGATIVE
2025-12-08 4:06:25,gabisa bikin apps,1,NEGATIVE
2025-12-08 4:05:12,bagus sgat membantu,5,POSITIVE
2025-12-08 3:54:52,good,5,POSITIVE
2025-12-08 3:54:28,aplikasi bobrok di buka aja gak bisa,1,NEGATIVE
2025-12-08 3:49:38,saat mendaftar mendapat banyak kesulitan ini salah itu salah Jahat banget sih bukan nya dipermudah apa apa sulit aplikasi jahat,1,NEGATIVE
2025-12-08 3:43:50,terimakasih sangat membantu untuk berobat keluarga saya,5,POSITIVE
2025-12-08 3:41:53,bagus,5,POSITIVE
2025-12-08 3:41:13,membantu banget,5,POSITIVE
2025-12-08 3:37:54,"tolong, kembalikan aplikasinya seperti yang lalu. masa ambil antrean saja tidak bisa discreenshot. tidak semua orang punya ponsel masing2. minimal bisa di screenshot. toh, cuman nomor antrian untuk di tunjukkan ke petugas medis saja.",2,NEGATIVE
2025-12-08 3:34:22,pelayanan sangat baik,5,POSITIVE
2025-12-08 3:34:13,susah sekali mau daftar... di bagian verifikasi wajahh selalu gagal.. ada 1 jam lebih verifikasi wajah selalu gagal... mempersulit !!!!,1,NEGATIVE
2025-12-08 3:30:20,mudah praktis,5,POSITIVE
2025-12-08 3:24:16,ok membantu,5,POSITIVE
2025-12-08 3:19:35,"aplikasi eror, tidak bisa pindah faskes dan pengaduan.",1,NEGATIVE
2025-12-08 3:17:29,burukk bangettt knpa akhir_ ini aplikasny sering trouble jdi malas makeee,1,NEGATIVE
2025-12-08 3:15:51,Gimna mau ngirim video layar atau SS orang ngga bisa di ss/v layar .. di page login captcha muter trus ngga nongol-nongol.. kendala kaya gini udah lama banget ngga di betul_in kenapa?,1,NEGATIVE
2025-12-08 3:15:45,JELEK PISAN JKN NYA susah login mulu,1,NEGATIVE
2025-12-08 3:14:11,bagus,5,POSITIVE
2025-12-08 3:13:29,"bukanya mempermudah malah mempersulit, kalau belum siap digitalisasi jangan maksain yang ada kaya gini. orang mau berobat dibuat susah gara2 aplikasi eror Mulu",1,NEGATIVE
2025-12-08 3:12:16,app kurang berkualitas mohon di upgrade biar gak lemot,1,NEGATIVE
2025-12-08 3:09:12,"aplikasi paling jelek sering pisan gangguan, kalau bukan karna diwajibkan oleh si bpjs mah gak mungkin saya instal aplikasi ini",1,NEGATIVE
2025-12-08 3:07:50,harus di tingkatkan lagi apknya. kenapa harus logout melulu. dan login lagi. ribettt,3,NEGATIVE
2025-12-08 3:03:39,"apk jelek banget loading terus padahal internet bagus, administrasi kesehatan kek gini memperibet",1,NEGATIVE
2025-12-08 3:00:25,ok,5,POSITIVE
2025-12-08 3:00:07,"tiap hari senin eror mulu, kasian pasien nunggu lama",1,NEGATIVE
2025-12-08 2:59:57,woooiiii .. udh pembaharuan mlh ga bs masuk bnjiiiirrr !!!,1,NEGATIVE
2025-12-08 2:59:14,"knpa ini akun keluar2 sendiri.. pas login lagi ga bisa2 .. padahal sinyal bagus tp yg katanya captcha salah kek, nik salah kek, sandi salah kek .. pdhal bener semua .. karna saya save sandi jd gak mungkin banget saya lupa karna saya lihat gak ingat2 __ pd",1,NEGATIVE
2025-12-08 2:57:14,"dari awal download stelah update ga bisa masuk aplikasi dikarenakan capcha tidak muncul, bagaimana ini solusinya ????????????????????????????",1,NEGATIVE
2025-12-08 2:51:21,"ribet sumpah kalo udh daftar sesuai data nomor HP dan lain lain mintak ,nomor lain pulak yang di kasih di mintak ganti harus hubungin ribet kali katanya nunggu besok udh di tunggu gk ada jawaban mau ngurus aja ribet amat . kalo bisa buat lah di profile it",2,NEGATIVE
2025-12-08 2:51:17,"Tak bisa login, eror parah",1,NEGATIVE
2025-12-08 2:51:12,aplikasi sering keluar sendiri,1,NEGATIVE
2025-12-08 2:50:52,sering gangguan saat benar-benar di butuhkan...,1,NEGATIVE
2025-12-08 2:50:46,mau daftar tapi captcha nya tidak mau muncul sudah dicoba berkali-kali,1,NEGATIVE
2025-12-08 2:50:21,Tolong adain lagi fitur screenshot di aplikasi. biar lebih gampang klo mau tolong ambilin no antrian punya sodaraaaaaaaa,4,NEGATIVE
2025-12-08 2:49:51,gajelas kode captcha ga muncul gabisa login,1,NEGATIVE
2025-12-08 2:49:47,tolol,1,NEGATIVE
2025-12-08 2:49:39,"Tiap mau buka aplikasi, susahnya minta ampun. Minta password, sdh bener passwordnya tetap salah katanya. Harusnya memudahkan tapi malah memusingkan",1,NEGATIVE
2025-12-08 2:49:29,"aplikasi nya sering keluar sendiri tiba tiba, mana kadang pas selesai ambil nomor antrian lagi keluarnya..",5,NEGATIVE
2025-12-08 2:48:59,"benahin aplikasi mau masuk error , tolong di perbaiki lagih",1,NEGATIVE
2025-12-08 2:48:55,aplikasi sampah udah login malah keluar sendiri,2,NEGATIVE
2025-12-08 2:48:40,"Kenapa ngebut ya, tolong aplikasinya di tingkatkan lagi",1,NEGATIVE
2025-12-08 2:48:27,"akhir"" ini tiap mau periksa jam 9 pagi aplikasi trouble terus,sampai ijin kerjaan jadi sampai setengah hari",1,NEGATIVE
2025-12-08 2:48:24,suka lemot,3,NEGATIVE
2025-12-08 2:48:11,apk setiap senin pasti Eror,1,NEGATIVE
2025-12-08 2:47:39,"aplikasi apaandah, selaluu ajaaa server gangguan dri kmrin2 udah pake 2 HP tpi gangguan terus2an!!!!!!!!!!!!!! menghambat org daftar ke poli ajaa ni aplikasiiiiiii",1,NEGATIVE
2025-12-08 2:47:33,sering eror,1,NEGATIVE
2025-12-08 2:47:20,kenapa bpjs .padahal iuran tak pernah telat tapi kena sangsi rehap.,3,NEGATIVE
2025-12-08 2:46:53,"Aplikasinya g bisa d buka, cuma loading terus g abiz"", aplikasi apaan sih nie __",1,NEGATIVE
2025-12-08 2:45:02,heran deh setiap mau daft eh keluar sendri trs gk bsa mulu lg....,3,NEGATIVE
2025-12-08 2:44:14,"Sering Gangguan,ERORRRR",1,NEGATIVE
2025-12-08 2:43:20,selalu logout sendiri dari aplikasi. payah,1,NEGATIVE
2025-12-08 2:43:01,udah log in malah keluar2 Mulu di suruh log in LG bgtu terus ngulang2... keterangan log in di device yg berbeda.....jelas2 hp cm 1 slalu log in di hp yg sama...jgn banyak pembaruan apk klo jd nya nambah ribet,1,NEGATIVE
2025-12-08 2:42:08,kenapa hari ini saya tidak bisa login?apakah ada kendala dengan mobile JKN?,1,NEGATIVE
2025-12-08 2:41:58,"tdi pagi jam 7an saya buka aplikasi JKN mobile masih aman, skrng knp buffering ini kebetulan saya mau daftar k klinik, barusan loading melulu",2,NEGATIVE
2025-12-08 2:41:28,"entah kenapa sekarang aplikasi kya gni gampang banget logout sendiri klo ga di buka"" apl nya , ini sungguh menyusahkan sekali apalagi bagi orang yang pelupa karna klo mau login harus ingat pasword nya , belum lagi sering eror , kejadian pas aku udh daptar",3,NEGATIVE
2025-12-08 2:39:11,dari bulan lalu belum bisa login kembali mohon ditindak lanjuti karna penting untuk daftar kepoli pertama,1,NEGATIVE
2025-12-08 2:38:48,"Banyak Bag nya,lemot dan kadang keluar sendiri,mohon perbaiki lebih aman,nyaman dan lebih responsif. mohon segerakan di update lagi namun untuk menu dan yang lain nya pertahankan. hanya kadang sering error dan bag,keluar sendiri.",2,NEGATIVE
2025-12-08 2:38:23,"kalo bikin aplikasi yg niat lah .jangan asal ada aja ..terus aja suruh login ,susah di akses ,gagal terusss . lagi butuh tapi gabisa digunakan .!! Ganti lebih baik lahh jangan asal2an",1,NEGATIVE
2025-12-08 2:38:20,bagus,5,POSITIVE
2025-12-08 2:38:01,Susah log in anehh,1,NEGATIVE
2025-12-08 2:36:56,kok error gak bisa daftar ya,3,NEGATIVE
2025-12-08 2:36:45,aplikasi broken,1,NEGATIVE
2025-12-08 2:36:43,kenapa akhi akhir ini sering trouble. mau buka aplikasi kadang keluar sendiri dan harus log in lagi,3,NEGATIVE
2025-12-08 2:35:29,"habis update malah ngga bisa login akun otomatis keluar, dicoba login ngga bisa",1,NEGATIVE
2025-12-08 2:35:15,"aplikasi ampas, server offline mulu",1,NEGATIVE
2025-12-08 2:34:46,"gak bisa login, kalo update bisa lah jangan bikin log out akun susah buat masuk wooyy, padahal internet kenceng nik, password, captcha bener malah gak bisa log in payaaaahh",1,NEGATIVE
2025-12-08 2:32:44,aplikasi pemerintah lemotnya minta ampun parrrraaaahhhhhh,1,NEGATIVE
2025-12-08 2:32:18,"dikit2 gangguang dikit2 gangguan apasih???? tolong dongg di perbaikiii!!!!!!!!!!!!! __ pake kuota pke wifi selalu gangguan2 terusss, server bermasalah lah, apalah ini lahhh GEDEGGG BANGETTT DAHH!!!!!!!! di perbaiki dongggg ahh gimana sihhh",1,NEGATIVE
2025-12-08 2:31:58,ngelag bgt jembot,1,NEGATIVE
2025-12-08 2:31:54,sekarang jkn keluar sendiri udah di login kembali gak bisa terus gak bisa kebuka .pdahal wifi/kouta aman gimana ini?semoga bisa diperbaiki segera mungkin,3,NEGATIVE
2025-12-08 2:30:44,"ini apk tolong software di upgrade, sangat susah untuk login",1,NEGATIVE
2025-12-08 2:30:28,Aplikasi dari instansi pemerintah selalu ujung-ujungnya gak beres. Kenapa kartu JKN malah gak tampil???,1,NEGATIVE
2025-12-08 2:29:30,"Sering banget error, padahal jaringan aman. kesel banget klo udah buru-buru tapi aplikasi nya ga bisa kebuka. gangguan terus",1,NEGATIVE
2025-12-08 2:28:51,"sepertinya aplikasi mobile jkn semakin membaik terbukti dr penggantian faskes semakin mudah, gak seperti dlu sulit bgt utk mengganti faskes",5,POSITIVE
2025-12-08 2:26:26,membantu dan baik,5,POSITIVE
2025-12-08 2:25:52,baik,5,POSITIVE
2025-12-08 2:22:12,aplikasi jelek,1,NEGATIVE
2025-12-08 2:05:27,kenapa tidak bisa membuka jadwal kontrol? apakah maintenance?,3,NEGATIVE
2025-12-08 2:03:45,mudah dan cepat tapi agak berat,5,POSITIVE
2025-12-08 2:02:18,"setiap kali berobat dia minta login, dan selalu salah katanya. keburu mati yg mau berobat.",1,NEGATIVE
2025-12-08 1:57:05,"TOLONG UNTUK HALAMAN LOGIN, TIDAK PERLU MENGGUNAKAN CHAPTCA YANG TIDAK TERBACA OLEH ORANG TUA. BANYAK JUGA PENGGUNA APLIKASI INI DARI KALANGAN ORANG TUA DAN LANSIA. TOLONG DI PERTIMBANGKAN SECARA SADAR",1,NEGATIVE
2025-12-08 1:56:18,pindah faskes sangat mudah,5,POSITIVE
2025-12-08 1:48:17,ok,5,POSITIVE
2025-12-08 1:48:15,tolong tambahkan dark mode supaya lebih mudah digunakan bagi yang mengalami sakit mata,3,NEGATIVE
2025-12-08 1:44:33,Good,5,POSITIVE
2025-12-08 1:44:30,terimakasih jkn mobile tutorial seputar bpjs kesehatan di channe senang berbagi Indonesia. bantu subscribe ya.,5,POSITIVE
2025-12-08 1:41:14,sangat membantuu__,5,POSITIVE
2025-12-08 1:39:22,membantu,5,POSITIVE
2025-12-08 1:28:07,buat apa ada aplikasi kalo misalnya cara masuknya aja susah banget,1,NEGATIVE
2025-12-08 1:24:36,good job,5,POSITIVE
2025-12-08 1:15:18,bagus,5,POSITIVE
2025-12-08 1:09:29,lebih mudah tidak perlu ke kantor,5,POSITIVE
2025-12-08 1:00:18,"kok skrng sy tdk bisa mengakses akun jkn sy? sy mau memperbaiki sandi sy tapi, tiap kali aplikasinya di buka selalu eror. Tolong bantu penanganan nya",4,NEGATIVE
2025-12-08 0:51:12,"lemot banget, loading aja luama",3,NEGATIVE
2025-12-08 0:45:43,ini gimna ya..skrng aplikasi GK bsa d screenshot...smentra log in cuma bsa d 1 akun 1 KK..JD ketika hp d bawa kerja smentra yg brobat orng rumah JD susah..,2,NEGATIVE
2025-12-08 0:31:22,"App Sampah, untuk melakukan verifikasi SMS butuh waktu yang sangat lama, Kalau belum siap beralih ke digital ga usah maksain",1,NEGATIVE
2025-12-08 0:23:58,"dulu bagus ..sangat membantu memudahkan untuk ambil antrian,tapi sekrg kok susah bgt .. ada apa? akhir2 ini sulit banget buat daftar nomer antrian",4,NEGATIVE
2025-12-08 0:18:02,"sudah punya akun,tp pas mau diaktifin lagi gabisa gagal terus,pdhl sandi no nik sudsh benar",2,NEGATIVE
2025-12-08 0:17:34,Bagus,5,POSITIVE
2025-12-08 0:12:58,"mau ambil antrian harus isi skrining dulu, mana lgh 9 step____",2,NEGATIVE
2025-12-08 0:08:12,suka eror buat daftar faskes,1,NEGATIVE
2025-12-07 23:40:02,terbaik sangat memuaskan,5,POSITIVE
2025-12-07 23:31:02,seringkali logout sendiri dan loginnya tombol masuknya tidak fungsi.,1,NEGATIVE
2025-12-07 23:15:57,baguss,5,POSITIVE
2025-12-07 22:59:07,error parahm..masa nggak bisa log in terus...membagongkan...bikin pusing...bukan bikin mudah,1,NEGATIVE
2025-12-07 22:57:10,"Sangat membantu, menu nya udah cukup banyak. Gak perlu ambil antrean offline lagi, mau ngubah kelas juga tinggal pencet, gak perlu dateng ke kantor asal tunggakan bulan berjalan sudah dibayar.",5,POSITIVE
2025-12-07 22:38:07,"Aplikasinya bagus,praktis dan bermanfaat.. sangat membantu",5,POSITIVE
2025-12-07 22:34:15,sangat memudahkan para pengguna BPJS,5,POSITIVE
2025-12-07 22:01:30,sangat membantu dalam segala hal tentang kesehatan,5,POSITIVE
2025-12-07 19:39:08,"Puas dengan penanganan BPJS kesehatan, lebih cepat lewat Pandawa,atau aplikasi JKN... status kepesertaan anak saya bisa aktif lagi, Alhamdulilah terimakasih Pandawa dan Mobile JKN,KLO bisa jangan nunggu satu bulan setelah pindah fakes..",5,POSITIVE
2025-12-07 19:32:46,mau masuk akun susah bngt dikenakan udh masuk akun 3 skrg bikin akun kudu 1 nik.giliran mau masuk nik 1 nya Mlah GK bisa.. tlong donk permudah Kasin jg yg GK punya hp buat mintak tolong masuk JKN JD GK bisa ..buat dftr online..,3,NEGATIVE
2025-12-07 17:54:12,akun saya buat login tidak bisa min karena udah login dengan akun yang berbeda 3 kali,1,NEGATIVE
2025-12-07 17:33:32,data terkunci susah buka,5,NEGATIVE
2025-12-07 16:50:10,Mempersulit,1,NEGATIVE
2025-12-07 16:04:12,mantap,5,POSITIVE
2025-12-07 16:02:25,"aplikasi gak bermutu,sangat2 tidak membantu",1,NEGATIVE
2025-12-07 15:30:08,"apk udah bagus dan sangat memudahkan cuma kendala untuk verifikasi nomor via sms lamanya minta ampun, kedepannya tolong di perbaiki lagi",5,POSITIVE
2025-12-07 15:24:52,"dr bulan lalu log out sendiri, masuk lagi Captcha nya gak keluar cuma muter aja, gimana dong __",1,NEGATIVE
2025-12-07 14:13:15,Sangat Membatu,5,POSITIVE
2025-12-07 14:12:09,"gak jelas tiba-tiba bpjs saya di non-aktifkan padahal saya dari golongan tidak mampu, sementara tetangga_ saya yang punya duit masih pada aktif bpjsnya, kocak_ kecewa berat sih... padahal saya udah seneng bisa punya bpjs, kalo sakit udah gak perlu mikirin",1,NEGATIVE
2025-12-07 13:34:43,sy akan menggunakan aplikasi ini juga ok.,5,POSITIVE
2025-12-07 13:22:48,sang a ton me Bantu until kesehatan,5,POSITIVE
2025-12-07 13:11:50,sangat membantu,5,POSITIVE
2025-12-07 12:57:48,membantu bgt buat keluarga kecil kita.trimakasih pemeritahan indonesia,5,POSITIVE
2025-12-07 12:54:44,is the best __,5,POSITIVE
2025-12-07 12:49:44,"busuk ! aplikasi dari pemerintah kenapa selalu begini ! di suruh online tapi pas udah online dipersulit, sebelumnya tiba2 disuruh perifikasi apalah katanya ada maslah padahal di pake juga jarang, sekarang sering log out sendiri harus masuk ulang berkali2",1,NEGATIVE
2025-12-07 12:44:27,"berulang kali masuk kembali ke aplikasi tidak bisa. berulang kali minta kode Verifikasi, tapi tidak dikirim kirim. bagaimana ini? sedangkan pembayaran BPJS tiap bulan dipotong dari perusahaan. kartu tidak ada. aplikasi tidak dapat digunakan. sangat merugi",1,NEGATIVE
2025-12-07 12:32:25,"setalah up date peserta d aplikasi header masih muncul status "" anggota keluarga non aktif "",padahal sdh aktif semuanya,tolong segera d perbaiki",3,NEGATIVE
2025-12-07 11:52:00,"tolong solusinya, bagaimana jika akun JKn tidak bisa login karena perangkat saya sudah digunakan untuk login oleh lebih dari 3 NIK yang berbeda, terima kasih:)",4,NEGATIVE
2025-12-07 11:46:28,"mau login susah...padahal NIk sudah benar,trus gmn?aplikasi gak jelas",1,NEGATIVE
2025-12-07 11:36:55,sangat sulit untuk login,2,NEGATIVE
2025-12-07 11:12:17,GK bisa login,1,NEGATIVE
2025-12-07 11:06:47,"Tolong dong kalau setiap update jangan tbtb ke logout sendiri,kasian yang lupa sama paswordnya",1,NEGATIVE
2025-12-07 11:04:31,ok,4,POSITIVE
2025-12-07 10:08:06,Simpel,5,POSITIVE
2025-12-07 9:35:09,ini mau login susah banget data yang terdaftar sudah saya masukin password sudah benar nik kependudukan SDH benar tapi pas mau masuk salah bingung lama lama,2,NEGATIVE
2025-12-07 9:28:59,saya mau verifikasi udh beberapa hari beberapa kali..mau minta otf permintaan anda belum dapat di proses terus gimana ini saya mau daftar online...,1,NEGATIVE
2025-12-07 9:15:34,mudah pengoperasian nya,5,POSITIVE
2025-12-07 8:51:20,ganti faskes lebih gampang,5,POSITIVE
2025-12-07 8:47:34,sangat membantu,5,POSITIVE
2025-12-07 8:39:15,aplikasi sangat membantu,5,POSITIVE
2025-12-07 8:37:43,best,5,POSITIVE
2025-12-07 8:34:04,sangat membantu,5,POSITIVE
2025-12-07 8:22:02,mantap,3,POSITIVE
2025-12-07 8:21:15,mudah,5,POSITIVE
2025-12-07 8:09:47,sangat tidak memuaskan aplikasi ini,1,NEGATIVE
2025-12-07 7:44:51,Sangat membantu,5,POSITIVE
2025-12-07 7:33:57,good,5,POSITIVE
2025-12-07 7:25:45,"udah pernah terdaftar,udah pernah dipake,,dan bisa bisanya log out sendiri,tp saat coba mau digunakan masuk dan masukan no NIK, tertulis no NIK tidak terdaftar,ya ampun payah sekali,entah gimana caranya masuk lagi",3,NEGATIVE
2025-12-07 7:22:22,antab,5,POSITIVE
2025-12-07 7:16:23,bisa lebih mudah dalam berobat,5,POSITIVE
2025-12-07 7:01:18,sumpah min ini gjls bgt aku lupa sndi tpi PAS disuruh lewat SMS malah ga keluar trs gjls bgt,1,NEGATIVE
2025-12-07 6:54:20,mobile jkn sangat bagus sekali sangat membantu kami,5,POSITIVE
2025-12-07 6:34:52,memudahkan pelayanan,5,POSITIVE
2025-12-07 6:13:38,membantu,5,POSITIVE
2025-12-07 6:10:25,"miris lupa sandi, ingin meriset sandi, no telpon dan email benar tidak pernah di tukar, namun saat ingin riset bisa2nya sistem bilang salah terus, angka yg pakai **91 itu pdhal sudah betul nomor nyaaa, gimna si aplikasi nya mempersulit doang",1,NEGATIVE
2025-12-07 6:02:06,aplikasi jelek sering log out sendiri,1,NEGATIVE
2025-12-07 5:50:27,"aplikasi aneh , tiba tiba logout , skrg semua pendaftaran harus online , sedangkan aplikasinya butut , lagi daftar tiba_ logout atau ga ngelag , aplikasi lemootttttttt",2,NEGATIVE
2025-12-07 5:49:00,"sangat mudah kita tidak perlu jauh jauh kekantor BPJS cukup dirumah sudah bisa ngurus perpindahan faskes, sangat bermanfaat terimakasih",5,POSITIVE
2025-12-07 5:28:51,baru download mudah -mudahan sesuai dengan baik dan bijak,5,POSITIVE
2025-12-07 5:13:56,"bayar tagihan hanya beranggotakan 2Orang, knp jdi beranggotakan 4Orang? ga sesuai niih BPJS sma datanya",3,NEGATIVE
2025-12-07 5:08:46,sekali terimakasih JKN mobile,5,POSITIVE
2025-12-07 5:07:31,membantu untuk mengetahui informasi sekila bpjs,4,NEGATIVE
2025-12-07 5:06:09,ok juga,5,POSITIVE
2025-12-07 5:05:31,mudah cepat ramah,5,POSITIVE
2025-12-07 4:45:43,sangat membantu,5,POSITIVE
2025-12-07 4:21:24,"saya tidak bisa login di akun saya sendri,ada apa dengan jkn,saya sudah melakukan pengisian nik KTP dan no telp yg terdaftar,namun mentok di logo chaptcha tidak mau muncul",1,NEGATIVE
2025-12-07 4:20:28,aplikasi yg sangat bagus sangat membantu,5,POSITIVE
2025-12-07 3:58:13,"aplikasi tolol....code virifikasi sampai berkali kali gak di kirim,sistem tolol...pak prabowo atau mentri yg berwenang tolong sistem ini di perbaiki",1,NEGATIVE
2025-12-07 3:51:44,"saat verifikasi otp, selalu gagal",1,NEGATIVE
2025-12-07 3:51:04,bagus sangat bermanfaat,5,POSITIVE
2025-12-07 3:51:02,sangant membantu kami yang sangat membutuhkan bantuan kesehatan,5,POSITIVE
2025-12-07 3:50:21,"cepat dan tepat,memudahkan untuk ambil no. antrian saat mau berobat. terima kasihh",5,POSITIVE
2025-12-07 3:34:39,"download jkn karena kaget liat tunggakan sampe 800 rb dichat wa sama pihak bpjs padahal user cuma saya sendiri . pas udah daftar jkn ternyata 450rb . ga ngerti kenapa bisa miss kayak gini, customer service nya makan gaji buta . BTW yg chat di wa pihak BPJ",5,NEGATIVE
2025-12-07 2:44:32,"makin kesini makin susah diakses akunnya sering keluar sendiri dan klau loging pake nik sll gagal padahal demi mempermudah sdh saya aktifkan biometrik tp tetap sll logout sendiri , mhn diperbaiki lg jgn smakin dibuat ribet klu pake sms hars ada pulsa",2,NEGATIVE
2025-12-07 2:41:25,memuaskan,5,POSITIVE
2025-12-07 2:40:17,saya tidak harus pergi ke kantor cabang krna jaraknya sangat jauh terimakasih telah memudahkan semuanya,5,POSITIVE
2025-12-07 2:31:24,sudah lebih baik,5,POSITIVE
2025-12-07 2:14:46,bagus,5,POSITIVE
2025-12-07 2:05:43,nggak bisa login karena ketika mau log in captcha nya muter muter terus mohon diperbaiki,3,NEGATIVE
2025-12-07 1:29:56,"logout terus ,verifikasi kode harus ada pulsa tolol",1,NEGATIVE
2025-12-07 1:17:22,terbaik,5,POSITIVE
2025-12-07 1:16:56,"kenapa ingin pindah faskes ajh itu harus nunggu 1 mingguan baru bisa berobat di faskes yg baru . sedangkan sya ingin brobat langsung , di faskes lama itu dari segi pelayanan dokter tdk puas dn obat yg di kasih ny pun seperti itu_ ajh . mangka ny sya mau p",2,NEGATIVE
2025-12-07 1:03:42,Bagus,5,POSITIVE
2025-12-07 0:18:10,aplikasi aneh,1,NEGATIVE
2025-12-07 0:13:40,"kasihan para duta jkn, tnp difasilitasi apa - apa dan mrk hny malah mndapat job tambahan, ngurus aplikasi yg tiada akhir kendala nya + aplikasi malah membuat pengantar pasien tmbh pusing.",1,NEGATIVE
2025-12-06 23:24:46,tolong kalian perbaiki sistem aplikasi kalian daftar aja susah nya minta ampun. parah kalian tu,1,NEGATIVE
2025-12-06 23:24:43,sangat bermanfaat,5,POSITIVE
2025-12-06 23:20:22,Sangat membantu dalam prosese pengobatan.,5,POSITIVE
2025-12-06 23:19:31,"aplikasi aneh ,,, tau tau long out sediri , kaya longin gampang ,,apa gunanya ada pembaruan , klu cuman nyusahin",1,NEGATIVE
2025-12-06 22:21:56,bagus,5,POSITIVE
2025-12-06 22:21:39,baik,5,POSITIVE
2025-12-06 17:53:58,semoga langgeng,5,POSITIVE
2025-12-06 15:44:36,"Bulan kemaren di liat tagihan gak muncul"",eh pas di buka bulan ini jadi nunggak 2 bulan,aplikasinya eror gak jelas,,akhirnya kartu gak bisa di pake buat rawat jln,bln skrang udh di bayar tagihan nya,eehhh masih muncul tagihan nya,tp kartu bisa di buka,gak",4,NEGATIVE
2025-12-06 15:00:59,semoga selalu lancar cepat dan terintegrasi,5,POSITIVE
2025-12-06 14:41:54,luar biasa,5,POSITIVE
2025-12-06 14:15:30,"Penting diaplikasi mohon diperhatikan dalam kolom pelayanan yang tersedia hanya bisa mengisi pesan dan kesan, tidak ada tempat untuk bertanya kepada dokter.Padahal saya ingin memastikan langsung kepada dokter yang sudah saya temui agar tidak terjadi kesal",2,POSITIVE
2025-12-06 13:45:51,pemakaiannya sangat mudah,4,POSITIVE
2025-12-06 13:34:07,aplikasi jelek banget layanya gk sesui udah di isi dll ttp aja susah heran bikin kouta bangkrut . buang_paketan aja 1000x ttp aja susah iklan banyak kacau ini apk,1,NEGATIVE
2025-12-06 13:03:59,terima kasih atas layanan yang memuaskan,5,POSITIVE
2025-12-06 12:52:01,"Alhamdulillah selalu Update, katanya",5,POSITIVE
2025-12-06 12:46:40,"yang bener dong bikin aplikasi, pastikan semua fiturnya berjalan dengan baik...masa fitur lupa kata sandi gakbisa2 tinggal kirim kode verifikasi lewat SMS...coba lagi coba lagi mulu KOCAK",1,NEGATIVE
2025-12-06 12:37:20,Semakin Mantap,5,POSITIVE
2025-12-06 12:34:21,Ini lagi eror ke apa ya.... Dia punya kode capcha gak boleh berhenti.... Pusing saja jadi susah nak log in...,2,NEGATIVE
2025-12-06 12:08:05,sangat memudahkan,5,POSITIVE
