CONTENT,RATING,LABELING
terima kasih atas layanan yang memuaskan,5,POSITIVE
"Alhamdulillah selalu Update, katanya",5,POSITIVE
"yang bener dong bikin aplikasi, pastikan semua fiturnya berjalan dengan baik...masa fitur lupa kata sandi gakbisa2 tinggal kirim kode verifikasi lewat SMS...coba lagi coba lagi mulu KOCAK",1,NEGATIVE
Semakin Mantap,5,POSITIVE
Ini lagi eror ke apa ya.... Dia punya kode capcha gak boleh berhenti.... Pusing saja jadi susah nak log in...,2,NEGATIVE
sangat memudahkan,5,POSITIVE
"Hasil skrining nya bener"" ngawur,ngelantur kalo cuma hasil survei ga bisa dijadiin patokan pasti. hadeh ada"" aja tolong diperbaiki",1,NEGATIVE
terimakasih sdh memberikan pelayanan,5,POSITIVE
ok,5,POSITIVE
aplikasi gk jelas gk bisa dibuka,2,NEGATIVE
terbantu sekali. terima kasih,5,POSITIVE
sangat membantu dan bermanfaan sekali__,5,POSITIVE
"saya kecewa, cs nya gaji buta apaya komplen belum selesai apakah mendengar, ganti vendornya aja",1,NEGATIVE
gimana sih setiap bulan logout terus mau masuk aja susah udah bener NIK nya sama password nya juga gimana sihhh niat gak sihhh,1,NEGATIVE
JKN mobile sangat membantu sekali __,5,POSITIVE
aplikasi ribet bikin susah .anggota keluarga cuma empat muncul tagihan tunggakan 6 orang....,1,NEGATIVE
"sulit sulit, tiba tiba logout sendiri, paling bener emang kalau aplikasi punya negara, busuk bangataaaaa",1,NEGATIVE
sangat bagus dan nyaman,5,POSITIVE
sangat puas dengan semuanya __,5,POSITIVE
"tolong watermark NIK, Tgl, dan jam pada interface dihilangkan, dibuat polos putih saja. mengganggu bagi yang penglihatan kurang fokus.",2,NEGATIVE
"anjirrrr bpjs bahhlull, sistem macam apa yg kalo masuk aplikasi hrus daftar autodebet, ada keluarga yg ga punya atm blogg.. loll ente semua petugasnya",1,NEGATIVE
Alhamdulillah,5,POSITIVE
"mau masuk aplikasi, tapi chapta nya muter2 terus. udh berminggu-minggu ditunggu sama aja. gak bisa masuk. aplikasi ga beres . gimana saya mau bayar coba,?",2,NEGATIVE
"udah bener ga ada skrining di aplikasi, malah ada skrining. lebih baik ofline aja kalau skrining. trimakasih",3,NEGATIVE
terimakasih telah membantu adanya aplikasi mobile jkn ini sangat mudah saya untuk segala kebutuhan pembayaran BPJS,5,POSITIVE
"aplikasi gak berguna.... menyusahkan rakyat Indonesia....sudah daptarnya susah ...tiba tiba log out sendiri..mau masuk lagi susahnya minta ampun.... sampai berhari-hari....gak bisa... keburu pasien'gak ketolong kalau paku aplikasi gak berguna ini., bukann",1,NEGATIVE
setelah di update malah ga bisa liat rujukan ke faskes tingkat lanjut,1,NEGATIVE
sangat terbaik untuk kesehatan,5,POSITIVE
maantapp,5,POSITIVE
"sering ke log out sendiri, skrg malah bilangnya belum ter daftar",1,NEGATIVE
juooosss,5,POSITIVE
bagus,4,NEGATIVE
"sumpah jelek bgt. lupa password,gunain fitur lupas password tapi nunggu sms verifikasi sama sekali ga ada masuk. minta ulang harus nunggu lama tp tetep ga masuk.",2,NEGATIVE
"proses pindah faskes 1 cukup mudah, fiturnya lainnya juga lengkap",5,POSITIVE
sangat puas,5,POSITIVE
bagus,4,POSITIVE
"apk gk jelas, email udah bener tapi malah tertulis gk terdaftar",1,NEGATIVE
"sangat membantu masyarakat, trima Kash Jkn",5,POSITIVE
bagus,5,POSITIVE
kenapa susah kali login karena kode captcha nya lama kali keluar ____,2,NEGATIVE
sangat membantu krn pelayanan jd lbh mudah dan cepat,5,POSITIVE
terimakasih...penggunaan aplikasi sangat mudah dan cepat...,5,POSITIVE
Tombol login/masuk ga bisa dipencet padahal udah ganti 2 device,2,NEGATIVE
"saya lupa password trus di suruh kirim lewat sms otp, tetap ngga bisa, tolong diperbaiki!!!!",1,NEGATIVE
"logout sendiri,,login lg susah...wadux",1,NEGATIVE
udah cukup membaik,5,POSITIVE
"untuk saat ini bagus, karena dari berita orang-orang yang sulit verifikasi, saya sekali verifikasi langsung acc",5,POSITIVE
beberapa kali sudah pernah pake mobile jkn tapi kenapa setelah di update suruh daftar lagi setelah sudah daftar gak masuk_ tapi ada pemberitahuan mobile jkn anda sudah terdaftar silahkan login tapi ko gak bisa masuk juga... ini gimana!,1,NEGATIVE
sengaja saya beri ulasan saya udah lama paki bpjs tp gk bisa d gunakan percuma bisa d gunakan d persuli prosesnya berbelit belit tp kalau bayar pribadi langsung d tangani. buat kalian saran saya jgn pakai bpjs mending nabung semasa sehat. dari pd di sumba,1,NEGATIVE
oke,5,POSITIVE
"kenapa di Info Riwayat Pelayanan tidak disertakan nama dokter yang menangani pasien, saran saya disertakan nama dokternya juga.",5,POSITIVE
mau masuk login harus pake SMS kode otp.. sudah dimasukkan nomor tidak terkirim kirim kodenya sampai berkali kali sampai pulsa habis.. operator 165 nya pun sudah ditelp pura2 budeg smp 3x masih pura2 budek cuma ngabisin pulsa doang,1,NEGATIVE
aplikasi gaak bisa di download cuk,1,NEGATIVE
aplikasinya bagus,5,POSITIVE
mudah digunakan,5,POSITIVE
bagus,5,POSITIVE
mudah diakses,5,POSITIVE
apk jkn nya sangat mudah di gunakan dan di mengerti..terimakasih,5,POSITIVE
"sangat membantu tp kalo updet dipersulit ,harus tebak2an kalo ngisi captifa, harusnya dipermudah jangan dibikin susah",3,NEGATIVE
mudah prosesnya,5,POSITIVE
Aplikasinya bermanfaat. Terimakasih.,5,POSITIVE
"9-6-2025. Aplikasinya bagian pembatalan antrian periksa tidak bisa di ketik alasan pembatalan, jadi tidak bisa dibatalkan pendaftaran periksanya. Tlg diperbaiki aplikasinya yg bagian tsbt, biar bisa digunakan. Trmksh 24-10-2025 Beberapa waktu lalu saat me",5,POSITIVE
saya senang jadi peserta BPJS kesehatan,5,POSITIVE
"kenapa harus login lagi gan? udah gitu gagal terus pas logi,padahal nik dan password sudah benar",3,NEGATIVE
bagus sekali,5,POSITIVE
daftar harus selfie senyum kalo orang stroke gimana bisa senyum min,1,NEGATIVE
mantap mantap joss,5,POSITIVE
sangat membantu dan mempermudah,5,POSITIVE
bagus sangat membantu perubahan data bisa langsung lewat aplikasi,5,POSITIVE
"ok, mudah di gunakan dan dipahami",5,POSITIVE
good aps,5,POSITIVE
"habis diperbarui suruh login lagi,loginnya susah banget masuknya..",3,NEGATIVE
ribet harus pake pulsa ngirim otp juga NYUSAHIN,1,NEGATIVE
mantap,5,POSITIVE
mantap,5,POSITIVE
good,5,POSITIVE
mantpas,5,POSITIVE
pelayanan mudah dan cepat,5,POSITIVE
kadang banyak susahnya di buka,4,NEGATIVE
mantap,5,POSITIVE
"pling gk suka klo log out sendiri, mau masuk lagi susahnya minta ampun, captcha cuma loading mulu pdhal jaringan aman"" saja.",1,NEGATIVE
"saya mau login ulang tidak bisa, karena kode otp tidak masuk terus. tidak bisa minta bantuan ke operator aplikasi. di pertimbangkan lagi untuk bikin aplikasi, soalnya saya sudah 2 hari berusaha tidak pernah berhasil.",1,NEGATIVE
"gajelas, logout sendiri giliran login lagi ga bisa anehh",1,NEGATIVE
ini gimana sih orang mau berobat jadi susah malah harus login ulang. udah masukin semua nya bener tetep aja salah ga jelas bgt.,1,NEGATIVE
mantap,5,POSITIVE
pelayanan burum untuk ambil antrean gagal terus harus diulang beratus ratus kali baru bisa.. kalau belum diperbaiki belum tak kasih bintang 5,1,NEGATIVE
tolong di perbaiki server ke RS tidak tersambung udh cpk_ bkin rujukan pas mau buat malah server terputus,5,NEGATIVE
ini apk m-banking apa kesehatan,1,NEGATIVE
"log out terus pas mau login eror, ga bisa kirim otp pdhl nomer sudah benar. ga bener bgt..",2,NEGATIVE
"aplikasi yg bukan memudahkan malah mempersulit penggunanya apalagi buat lansia,sering logout sendiri",1,NEGATIVE
"kenapa sekarang buat daftar antrean aja susah . harus sudah skirining medis dan harus daftar pasien baru tapi gagal terus ,harusnya semakin update semakin mudah kan",1,NEGATIVE
mudah di kases,5,POSITIVE
sangat memudahkan pengguna,5,POSITIVE
bagus,5,POSITIVE
"kenapa harus verifikasi ulang terus ? padahal pembayaran BPJS lancar dipotong dari gaji, mohon diperbaiki layanan nya",1,NEGATIVE
Sangat baik,5,POSITIVE
"sangat membantu , mempermudah pasien good",5,POSITIVE
bagus,4,POSITIVE
"Mantap,tapi sayangnya terkadang ada beberap RS tidak memakai antrian di JKN",5,POSITIVE
aplikasi ini memberikan kemudahan bagi Saya dalam banyak hal tentang pelayanan dan fasilitas kesehatan .,5,POSITIVE
"hai admin, kenapa ganti faskes tidak bisa dilakukan melalui aplikasi ini? ada perbaikan terus katanya. kapan ya bener lagi aplikasinya?",1,NEGATIVE
aplikasi bagus,5,POSITIVE
app nggak ngedukung screenshot LG. padahal booking RS buat bapak mertua. sy ga bisa nemenin. mertua ga bisa booking sendiri meskipun ada hp nya. tolong dong screenshot dibolehin lagi. biar kita yg ngurusin ortu yg lagi sakit ketika ga bisa nemenin yg gant,1,NEGATIVE
sangat membantu dg sangat mudah,5,POSITIVE
"apk tolol sumpah,pas buka apk nya selalu offline padahal pakai wifi offline darimana coba apk bosokk!!!!",1,NEGATIVE
"sudah bayar lunas tapi status di beranda atas jkn masih berstatus tdk aktif, mohon diperbaiki lagi apk nya",2,NEGATIVE
sangat membantu sekali trimakasih mobil JKN,5,POSITIVE
jos,4,POSITIVE
luar biasa,5,POSITIVE
smoga kita sll sehat,5,POSITIVE
mantap,5,POSITIVE
"update nya nyusahin pengguna, mau login capta nya loading terus",1,NEGATIVE
jos banget,5,POSITIVE
oke,5,POSITIVE
Alhamdulillah,5,POSITIVE
good,5,POSITIVE
sudah di nonaktifkan lama dari perusahaan kenapa tetap kena denda yang harus di bayar kalau mau di aktifkan lagi,1,NEGATIVE
oke baik,5,POSITIVE
"Aplikasi mudah digunakan, semoga BPJS semakin baik dlm memberikan layanan.",5,POSITIVE
baguss jkn sangat membantu,5,POSITIVE
mantap,5,POSITIVE
"pengalaman saya di suruh oleh farmasi cobak bukak antrian jkn dan di anjurkan begadang soalnya rebutan nomer , lalu saya begadang tepat nya jm 00 pagi nyatanya apk nya eror dan saya terlajur dapat nomer jauh sekali 45 dan saat kunjungan dokternya pun molo",2,NEGATIVE
terima kasih,5,POSITIVE
sekarang ribet bangat mau daftar aja susah.,1,NEGATIVE
"tidak bisa menerima kode verifikasi, aplikasinya juga semakin susah untuk digunakan",1,NEGATIVE
"aplikasi jelek, susah ngdeteksi wajah juga, mau daftar nya juga susah, tolong di perbaiki!! minimal pas daftar gak di susahin + ada tombol buat foto nya udah di frame kotak juga gak ke daftar_ muka nya padahal internet AMAN sama CAHAYA juga udah aman Tete",1,NEGATIVE
terimakasih BPJS,5,POSITIVE
banyak bug,5,NEGATIVE
aplikasi apaan nih mau daftar tapi pas scan wajah malah tidak bisa,1,NEGATIVE
ribetttt slalu log out sendiriii,1,NEGATIVE
RIBETT . GA BISA LANGSUNG KE RS BIKIN BINGUNG PASIEN ANJRRR.,2,NEGATIVE
cukup baik,4,POSITIVE
"mau login harus verifikasi ulang, lewat email gak bisa, harus ke sms. sedang sms harus berbayar, gak fkeksibel kayak apkikasi lain.",1,NEGATIVE
mantaaap,5,POSITIVE
males banget tiba2 logout. yg mau ambil antrian harus masuk lagi. sudah berulang kali masukkan nik tetep aja gagal. padahal itu sudah benar. tolong lah diperbaiki. jangan bikin rakyat indonesia susah. mau berobat saja sulit nya minta ampun,1,NEGATIVE
lebih mudah untuk daftar berobat k RS.,5,POSITIVE
"ribet, pakai capcha segala, gunanya apa??!!!",1,NEGATIVE
good,5,POSITIVE
cukup puass,5,POSITIVE
mantap,5,POSITIVE
aplikasi ga Bisa dibuka,1,NEGATIVE
"permasalahan login 3 nik di aplikasi solusi nya salah satu nik harus login ke hp lain (TIDAK SEMUA ORANG PUNYA BANYAK HP) disaran kan ke hp yg lain ,misal coba login ke hp teman lalu hp teman saya sudah login nik 2 ditambah nik yang mau saya coba login ma",1,NEGATIVE
aplikasi nya bagus dan responsif,5,POSITIVE
wellll,5,POSITIVE
Kenapa aplikasi harus logout teruss yaa setiap udah update?? mana kalau lupa kata sandi harus minta email dan sms ternyata yang kedaftar yg dulu ttep gabisa harus ngurus klik nomer pandawa bagian administrasi dann muter2 trs. tolonggg dong diperbaiki apli,1,NEGATIVE
sangat baik,5,POSITIVE
terlalu rumit. kalo data nya lupa atau tidak di gunakan lagi. aplikasi ini tidak bisa di gunakan lagi.,1,NEGATIVE
bagus,5,POSITIVE
kenapa mau masuk susah banget...cacha nya gak muncul_... Loading lama,1,NEGATIVE
aneh menyusahkan,1,NEGATIVE
aplikasi terrr'menyusahkann... aturan harus daftar lewat aplikasi JKN sedangkan aplikasi preeett.. log out sendiri... pas di log in. super lalod...,1,NEGATIVE
pelayanan sangat memuaskan,5,POSITIVE
mempermudah dengan adanya JKN ini,5,POSITIVE
"aku merasa aplikasi ini sangat menyusahkan orang yang tidak memiliki HP. dan juga saat bagian Scan wajah itu mengapa selalu tidak bisa alias GK Nerima aplikasinya, butuh waktu cukup lama cuman buat scan wajah untung bukan keadaan darurat Kalo darurat mend",1,NEGATIVE
Tiba-tiba ke logout dan nomor BPJS bapak saya tidak terdaftar padahal udah ikut program pemerintah. Aneh banget aplikasinya,1,NEGATIVE
Skali clik langsung pindah paskes sangat mudah jkn,5,POSITIVE
sangat membantu terimksih,5,POSITIVE
"knpa sih sama aplikasi ini,,bikin susah aja semua terkunci dan harus login ulang tp begitu Mao login malah ga bisa,,yg sy heran masuk beranda bisa tp begitu klik kartu sm profil malah ga bisa,,, tolong dong jelaskan maksud dan tujuan dr aplikasi ini apa,,",1,NEGATIVE
Sudah bisaa,5,POSITIVE
entah apalah maksudnya sekarang tidak bisa lagi di screenshot padahal mau ngirim nomor antrian ke perawat...hadeehh..makin hari aplikasi ini malah makin mempersulit __,1,NEGATIVE
good,5,POSITIVE
"tolong kembalikan poli gigi; scaling 1th skali d faskes 1.. tambal gigi estetik juga ! perawatan saluran akar skrg gabisa d faskes 1 , ribet hrus k RS",1,NEGATIVE
"Sulit login..! pdhl nmr NIK & pasword udah tepat,nmr chapta jg udh benar..ayolah benahin sistim'a..saya BAYAR lho tiap bulan...!!!",1,NEGATIVE
Sangat bagus dan saya sangat senang,5,POSITIVE
cukup membantu.,5,POSITIVE
"Aplikasi nyusahin masa saya tiba"" terlog out dan harus di suruh daftar, saya lupa password malah di buat ribet",1,NEGATIVE
nice,5,POSITIVE
"aplikasi bikin susah orang, masuk aja gk bisa",1,NEGATIVE
sangat baik,5,POSITIVE
good,5,POSITIVE
nice,5,POSITIVE
jarang buka aplikasi giliran pembaruan makin sulit pakai capca bagus seperti dulu ini aplikasi buat berobat ngk usah aneh_,1,NEGATIVE
lemot aplikasi,3,NEGATIVE
"puas, keren",5,POSITIVE
Bermanfaat,5,POSITIVE
TOLONG DIPERBAIKI UNTUK SISTEM PENDAFTARANNYA kenapa selalu ada kendala? kenapa selalu bilang tidak tersedia? padahal jelas-jelas dokternya tersedia di hari dan jam tersebut.,3,NEGATIVE
okelah..,4,POSITIVE
ok,5,POSITIVE
kok malah kluar sendiri si,2,NEGATIVE
aplikasi kesehatan praktis,5,POSITIVE
mau verifikasi nomer telponnya malah gak sesuai,1,NEGATIVE
"ini kenapa tiap buka minta login terus, merepotkan",1,NEGATIVE
baik sekali,5,POSITIVE
Membantu,5,POSITIVE
aplikasi nya mudah d gunakan,5,POSITIVE
aplikasi menyusahkan gk guna sllu bikin emosi!!,1,NEGATIVE
kalau bikin aplikasi yang jelas lah masa kalah sama anak sekolah yang udah bikin aplikasi bagus.. lu tuh di bayar mahal sama rakyat,1,NEGATIVE
"tolong disediakan menu penghapusan akun onlinenya JKN mobile, bukan untuk nik atau kknya biar lebih safety lagi.",2,POSITIVE
mantap aplikasi JKN Mobile bisa mempermudah dan mempercepat pelayanan kesehatan...Terima JKN,5,NEGATIVE
"gatau mau buat apa ke RS aja ga pernah, tagihan aja keluar terus kayak ada hutang tiap bulan di kejar2 trs, nyesel pakai BPJS!!!huuu",1,NEGATIVE
sangat memudahkan dan sangat membantu TDK harus pulang kampung untuk merubah perpindahan faskes,5,POSITIVE
sayang nya sering eror,4,NEGATIVE
mantab ,5,POSITIVE
aplikasi recehan. selalu minta daftar walaupun sudah terdaftar dan tidak log out.,2,NEGATIVE
saya mau verifikasi no hp tp metode gak bisa muncul,1,NEGATIVE
"tiap bulan logout sendiri, finally hari ini tidak bisa login lagi alasan pasword salah padahal sudah betul , coba opsi lupa pasword sudah masukin email betul"" sesuai email terdaftar tapi email salah juga( kenapa saya yakin email betul Krn bbrp waktu lalu",1,NEGATIVE
kenapa kis saya dari pemerintah sudah tidak aktif lagi?,2,NEGATIVE
aplikasi tidak bisa trima kode otp,1,NEGATIVE
bagus,5,POSITIVE
aplikasinya semakin baik saya update data anak saya baru lahir (Nama dan Nik) ada kendala. tapi bisa melalui nomor wa pandawa yg ada di instagram bpjs keseharan ri,5,POSITIVE
ok,5,POSITIVE
kenapa harus selalu suruh login ulang kalau apk lama tidak dibuka?,1,NEGATIVE
terimakasih sangat mebantu,5,POSITIVE
memang oke,5,POSITIVE
"sangat membantu, tetapi alangkah baik nya untuk berobat agak sulit karena harus menentukan faskes dulu, gimana kalo darurat dan faskes di luar kota, dan supaay lebih di permudah",5,POSITIVE
habis update kok malah tidak bisa screenshot layar buat berbagi nomer antrian,3,NEGATIVE
jarang dibuka.. tiba2 keluar sendiri.. daftar masuk lagi.. selalu begitu,2,NEGATIVE
saya udh terdaptar tp knp gk bisa login..maka saya kasih bintang 1 aj karna mau login gk bisa berbelilit,1,NEGATIVE
Aplikasi kurang update,1,NEGATIVE
"aplikasi sampah, bayar gak boleh telat, ada batasan terapi yg cuman 3 bulan saja. pas mau daftar online baik faskes pertama dan rujukan. gak pernah bisa, selalu mohon maaf coba lagi. dan sudah di coba berulang-ulang tetap coba lagi",1,NEGATIVE
"aplikasi sangat mendukung, semoga selalu bermanfaat untuk semuanya",5,POSITIVE
selama ini lancar2aj tapi begitu di update semua jadi kacau.nmer hp yng saya daftarka berbeda email dan nmer hp saya tidak aktif.amplikasi ap ini memper mudah apa mempersulit,1,NEGATIVE
Top... Markotop __,5,POSITIVE
"maaf, kenapa ni apk pas dibuka ngeblank pas lagi tinggal check in + antrian di rs, tolong lah dey.. jangan diperumit lah__",3,NEGATIVE
ini aplikasi di suruh update...giliran udh di update mau masuk SUSAHHH bgt salah nik terus padhl udh bener... saya yg nakes aja dipersulit buat log in...ya ampunn gmn sih pak,2,NEGATIVE
good job,5,POSITIVE
sangat memudahkan,5,POSITIVE
okey ckup,5,POSITIVE
"sering keluar sendiri dari akun dan harus login ulang, ribet banget lagi,bisa ngga sih kalo udah login yaudah ngga usah di keluarkan lagi, ribet pokonya ribet.",1,NEGATIVE
mantap,5,POSITIVE
TERBAIK DAN SANGAT MEMBANTU,5,POSITIVE
oke sip sip and good,4,POSITIVE
"Verifikasi untuk parubahan lupa pasword gangguan sejak minggu kemarin. Tolong diperbaiki, karena untuk daftar kontrol RS & wajib menggunakan JKN. Trmksh",3,POSITIVE
Oke banget.. makin2 kerennya. makasih bngt udh di update ke versi terbaik. semoga makin bagus terus pelayannnya pake aplikasi ini__,5,POSITIVE
buat verifikasi ada pilihan email . tpi harus ttep pake nomor hp sedangkan nomor hp udh ngga aktif lagi . trus buat apa ada verifikasi lewat email tpi ngga bisa digunakann . ayoo laahh,1,NEGATIVE
mantul,5,POSITIVE
"Kenapa Waktu Masukan No NIK saya, bisa muncul Nama orang lain? apabisa satu No NIK di Pakai dua org yang berbeda???",3,NEGATIVE
"baru baru ini saya daftar tidak bisaa, sudah ada no rujukan tapi daftar pelayanan nya gagal terhubung ke server teruss sudah sering dicoba sampe hari ini masih gagal",2,NEGATIVE
terima kasih banyak,5,POSITIVE
"UNTUK MOBILE JKN , TOLONG SEDIAKAN FITUR DOWNLOAD NOMOR ANTREAN DONG SETELAH MENDAFTAR ANTREAN KALAU MEMANG GA BISA DI SCREENSHOT , SANGAT MEREPOTKAN SEKALI",2,NEGATIVE
"apliksi kucing taik kucing ini. tiba-tiba log out,giliran masuk pasword & ktp udh benar gak bisa masuk.!!!",1,NEGATIVE
sangat mempermudah,5,POSITIVE
kenapa waktu mau membatalkan pendaftaran malah tidak bisa karena data booking tidak ditemukan,3,NEGATIVE
Bagus,5,POSITIVE
"habis di update logout sendiri,,mau login lagi susahnya minta ampun padahal jaringan sinyal full,,sudah berhari2 gak bisa login,, gimana ini mau di pakai kontrol???karena harus daftar lewat aplikasi bener2 bikin gedeg ini aplikasi...paraaahhhhhhh",1,NEGATIVE
"ke log out terus sekali masuk no ktp salah, padahal sudah sesuai dengan yg terdaftar",1,NEGATIVE
aplikasi ini lemot nya udh kelas dewa... ini aplikasi untuk daftar orang sakit di fase pertama tapi lemot nya luar biasa. kalo model gini bisa mampus yang mau berobat... mau berobat wajib daftar pakai aplikasi ini tapi belum siap layanan aplikasi ini.. pa,1,NEGATIVE
Menyusahkan,1,NEGATIVE
sibuk daftar aja aplikasi ini selalu log out sendiri...kurang kerjaan tiap buka aplikasi ini harus masukan nik sama pas terus...,1,NEGATIVE
"harusnya pengelola tidak memberikan jarak antara pendaftaran dan pengambilan antrean dengan dokter, apabila ada pasien yang mengambil jarak 1 hari lebih cepat, maka pasien tersebut memiliki probabilitas pengambilan kuota lebih gede, misalkan kita yang ke",3,POSITIVE
bagusss,4,POSITIVE
memberikan kemudahan dalam hal pengobatan,5,POSITIVE
Apk Bagus,5,POSITIVE
"Bapuk emang aplikasinya. Eror utk ambil antriannya, padahal ini utk orang sakit loh. Tiap minggu update mulu tp ga guna.",1,NEGATIVE
gak heran apliksi punya pemerintah.. gda yg beres dr segi pelayanan.. bosok semua...,1,NEGATIVE
"BISA GA SETIAP BULAN GA USAH AUTO LOG OUT? CAPE ORANG TUA SAYA HARUS LOG IN TERUS TIAP BULAN, NAMANYA ORANG TUA GA TERLALU PAHAM GITUAN",1,NEGATIVE
"setelah d update harus masuk ulang,tapi pencet masuk y susah banget,malah gak bisa masuk",1,NEGATIVE
"sering banget log out nya keselll, padahal kemaren2 udah login udah ganti pasword, eh sekarang susah login kumaha sih , tiap mau login eror terusss",1,NEGATIVE
"nabah ribet offline mulu,,, bikin repot __ kabayakan loading , gagal,offline",1,NEGATIVE
"aplikasi apaan setiap daftar online slalu eror, baik rujukan atw k faskes tingkat pertama kebnyakan d korupsi",1,NEGATIVE
"aplikasi nyedot pulsa, maa syaa Allah. otp nya telat suruh ulang lagi sampai habis pulsa saya",1,NEGATIVE
sekarang untuk daftar antrian lebih kenapa menjadi ribet,1,NEGATIVE
daftar ke faskes 1.poli gigi.dari H-1 sampai hari H tdk pernah berhasil...entahlah,1,NEGATIVE
lemot dan error,1,NEGATIVE
mudah cepat,5,POSITIVE
Sudah ada perbaikan,4,POSITIVE
mantab,5,POSITIVE
apk jahanam,5,NEGATIVE
Aplikasi sampah! kode otp dari sms ga masuk masuk.,5,NEGATIVE
aplikasi JKN sangat memudahkan kita untuk semua permasalahan BPJS/KIS,5,POSITIVE
ikuti arahan dan sangat informatif,5,POSITIVE
yang aktif cuma 1 anggota tiba2 saat penagihan yg aktif 2 anggota hellooooo pemerasan bgt yaw,2,NEGATIVE
aplikasi sampah tidak bisa daftar autodebit selalu gagal.,1,NEGATIVE
"login gunain captcha nyusahin, pakai authenticator saja",3,POSITIVE
kenapa yang tadinya tagihan untuk 2 anggota jadi 4 anggota? mau masuk ke akun pun ngga bisa,1,NEGATIVE
Logout teruss,1,NEGATIVE
terima kasih apk jkn,5,POSITIVE
mantap,5,POSITIVE
oke,5,POSITIVE
Aplikasinya sangat bermanfaat sekali,5,POSITIVE
"Mau lihat nomor BPJS sendiri aja ribet amat,,, kek mau pinjeman online segala... ckckck apaan apk kek gini, dibikin ribet,,, tinggal masukin NIK doank apa susahnya? knp masih harus video selfi kek pinjaman online???",1,NEGATIVE
mudah dan sangat membantu,5,POSITIVE
good,5,POSITIVE
dengan adanya jkn sangat membantu,5,POSITIVE
aplikasi sangat membantu,5,POSITIVE
sangat bermanfaat sekali ,5,POSITIVE
"semoga membantu yh , good job",5,POSITIVE
mantap,5,POSITIVE
sippp,5,POSITIVE
sangat puas,5,POSITIVE
"aplikasi busuk,gak logout masa logout terus,harus bikin baru setiap bulan,badan dah meriang lemes mau priksa aja dipersulit harus jadi dulu mobile JKN nya,,hallo...kita bayar lho setiap bulan masa iya mau periksa sulit.tolonglah diperbaiki sistemnya.coba",1,NEGATIVE
nice semakin mudah penggunaanya,5,POSITIVE
Terimakasih,5,POSITIVE
"kok gak bisa lagi ambil screenshot? lu kira orangtua itu bisa mengoperasikan aplikasi ini? kita anaknya bantu daftarkan nomor antrian, discreenshot baru dikirimkan. gimana sih punya aplikasi tapi gak pintar, merepotkan orang aja bisanya. emang mau diapain",1,NEGATIVE
good,5,POSITIVE
tidak ramah orang tua lalu fitur screenshot tiket tidak diizinkan. gimana gua ngirim ke mak gua njir emang tolol ni orang pemerintahan kalau bikin kebijakan apapun,1,NEGATIVE
"tidak bisa login, dengan di sertai alasan yang tidak falit atau tidak ada dasar yang jelas",1,NEGATIVE
"aplikasi sering eror, jlas"" udah dftr dpt nomer 4, malah di batlkn sma aplikasi, dftr lagi dpt nomer 60",2,NEGATIVE
Sangat mudah untuk menggunakan pelayanan BPJS melalui aplikasi JKN Mobile,5,POSITIVE
ok,5,POSITIVE
bagus fitur lengkap,5,POSITIVE
sangat puas,5,POSITIVE
Bagus Aplikasinya,5,POSITIVE
"sangat mmpermudah dalam proses penggantian faskes 1 dan layanan yg lain, hanya saja sistem sering eror kalo untuk daftar online",5,POSITIVE
sangat cepat dan memuaskan,5,POSITIVE
"Sering minta update, kalo dah update gak bisa login peringatan nik salah, bener2 menyusahkan aplikasinya",1,NEGATIVE
"bikin emosi ini apk niat ga buat digunain, tiba tiba logout pas masuk malah dikatain salah padahal semua udah bener, suruh chat Pandawa lemot juga balesan udah 3 hari ga da respon udah ku coba lupa sandi udah ku isi nomer telp kedaftar email ke daftar mal",1,NEGATIVE
good,5,POSITIVE
bagus,5,POSITIVE
bikin repot,1,NEGATIVE
mantap kali app nya,5,POSITIVE
"tiba tiba loguot,mau login lagi ada notif nik/pin salah terus padahal sudah benar",1,NEGATIVE
sangat membantu,5,POSITIVE
"ini kenapa tidak bisa screenshot nomor antrian? beberapa orang tua itu kurang memahami apliaksi ini, mereka bisa WA saja sudah bagus",1,NEGATIVE
"maaf ada sedikit kendala di verifikasi nomor, disaat mau verifikasi di mintai metode tpi hanya ada kotak kosong mohon bantuannya",3,POSITIVE
aplikasi makin rumit.masih banyak yg perlu dibenahi,1,NEGATIVE
apk ini eror sendiri jadi tidak mudah untuk digunakan bikin susah,1,NEGATIVE
bagus mempermudah ganti faskes,5,POSITIVE
"lupa password ""PERMINTAAN BELUM BISA DILAKUKAN"" bukan jaringan yang error tapi memang aplikasinya busuk,, tidak ada alternatif lain untuk recovery password selain dateng kekantor yang merepotkan",1,NEGATIVE
kalo cuma buat mmpersulit masyarakat buat apa... smua jd ribet gra2 ni apk... kontrol sbulan skli... tp mau dftar antran apk logout sndiri... mau login lgi d persulit.. aneh emang,1,NEGATIVE
sangat bermanfaat,5,POSITIVE
setelah update banyak iklan judol,1,NEGATIVE
"tiba2 log out sendiri dan susah log in meskipun semua sudah benar. bukannya tambah mudah pakai online, yang ada tambah diruwet sama aplikasinya.",1,NEGATIVE
"halo saya ingin menyampaikan masalah password yg di masukkan selalu tidak benar padahal saya memasukkan pw yang sama,, setelah lupa kata sandi kode Verifikasi pun tidak kunjung di kirim,, ada hal sudah berkali kali.. susah bngt pdahal mau pindah faskes",3,NEGATIVE
mudah cepat ramah,5,POSITIVE
